"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","tipo_razon_uso","id_viaje","grupo_viaje","id_presupuesto"
A000456,2015-11-14,HOGAR,hogar,hogar2071,HOGAR5,-1063.5,201511,regular,,,
A000457,2015-11-17,LIBRE,recreacion,recreacion_14,LIBRE7,14094.0,201511,regular,,,
A000458,2015-11-18,LIBRE,recreacion,recreacion: nombre_5,LIBRE7,-1416.0,201511,regular,,,
A000459,2015-11-18,NECESIDAD,necesidad,necesidad_15,NECESIDAD9,-4024.5,201511,regular,,,
A000460,2015-11-19,P.VIAJE,transaccion,transaccion: nombre_18,P.VIAJE3,4224.0,201511,especifico,V005,G004,P016
A000461,2015-11-19,P.VIAJE,necesidad,necesidad_16,P.VIAJE1,-21156.0,201511,especifico,V005,G004,P016
A000462,2015-11-19,P.VIAJE,consumible,consumible_7143,P.VIAJE7,-1275.0,201511,especifico,V005,G004,P016
A000463,2015-11-20,P.VIAJE,transporte,transporte_17,P.VIAJE1,-711.0,201511,especifico,V005,G004,P016
A000464,2015-11-20,P.VIAJE,transporte,transporte_18,P.VIAJE8,-2826.0,201511,especifico,V005,G004,P016
A000466,2015-11-20,P.VIAJE,evento,evento_5677,P.VIAJE3,-4518.0,201511,especifico,V005,G004,P016
A000467,2015-11-20,P.VIAJE,evento,evento_5676,P.VIAJE4,-4518.0,201511,especifico,V005,G004,P016
A000468,2015-11-20,P.VIAJE,consumible,consumible_11665,P.VIAJE5,-7690.5,201511,especifico,V005,G004,P016
A000469,2015-11-20,P.VIAJE,necesidad,necesidad_20,P.VIAJE4,-35256.0,201511,especifico,V005,G004,P016
A000472,2015-11-20,P.VIAJE,evento,evento_5868,P.VIAJE2,-711.0,201511,especifico,V005,G004,P016
A000473,2015-11-20,P.VIAJE,necesidad,necesidad_1,P.VIAJE6,-7056.0,201511,especifico,V005,G004,P016
A000474,2015-11-20,P.VIAJE,consumible,consumible_8438,P.VIAJE2,-7761.0,201511,especifico,V005,G004,P016
A000475,2015-11-20,P.VIAJE,gustos,gustos_5474,P.VIAJE6,-3531.0,201511,especifico,V005,G004,P016
A000476,2015-11-20,P.VIAJE,gustos,gustos_5491,P.VIAJE9,-1063.5,201511,especifico,V005,G004,P016
A000477,2015-11-20,P.VIAJE,gustos,gustos_5440,P.VIAJE10,-711.0,201511,especifico,V005,G004,P016
A000478,2015-11-21,P.VIAJE,necesidad,necesidad_2,P.VIAJE5,-35256.0,201511,especifico,V005,G004,P016
A000479,2015-11-21,P.VIAJE,transporte,transporte_3,P.VIAJE5,-4857.1050000000005,201511,especifico,V005,G004,P016
A000482,2015-11-21,P.VIAJE,recreacion,recreacion_4,P.VIAJE10,-7056.0,201511,especifico,V005,G004,P016
A000483,2015-11-21,P.VIAJE,transporte,transporte_5,P.VIAJE9,-1416.0,201511,especifico,V005,G004,P016
A000484,2015-11-21,P.VIAJE,transporte,transporte_6,P.VIAJE10,-1416.0,201511,especifico,V005,G004,P016
A000485,2015-11-21,P.VIAJE,evento,evento_5740,P.VIAJE10,-7408.5,201511,especifico,V005,G004,P016
A000486,2015-11-21,P.VIAJE,consumible,consumible_11914,P.VIAJE6,-1416.0,201511,especifico,V005,G004,P016
A000487,2015-11-21,P.VIAJE,consumible,consumible_11786,P.VIAJE4,-7690.5,201511,especifico,V005,G004,P016
A000488,2015-11-21,P.VIAJE,consumible,consumible_11659,P.VIAJE1,-3672.0,201511,especifico,V005,G004,P016
A000489,2015-11-21,P.VIAJE,evento,evento_5692,P.VIAJE8,-10158.0,201511,especifico,V005,G004,P016
A000490,2015-11-21,P.VIAJE,consumible,consumible_9572,P.VIAJE8,-2826.0,201511,especifico,V005,G004,P016
A000491,2015-11-21,P.VIAJE,consumible,consumible_9815,P.VIAJE5,-1416.0,201511,especifico,V005,G004,P016
A000492,2015-11-21,P.VIAJE,transporte,transporte_7,P.VIAJE3,-8774.789999999999,201511,especifico,V005,G004,P016
A000493,2015-11-21,P.VIAJE,recreacion,recreacion_8,P.VIAJE1,-7056.0,201511,especifico,V005,G004,P016
A000494,2015-11-21,P.VIAJE,consumible,consumible_9267,P.VIAJE3,-711.0,201511,especifico,V005,G004,P016
A000495,2015-11-21,P.VIAJE,consumible,consumible_7116,P.VIAJE4,-852.0,201511,especifico,V005,G004,P016
A000496,2015-11-22,P.VIAJE,recreacion,recreacion_9,P.VIAJE7,-13401.0,201511,especifico,V005,G004,P016
A000497,2015-11-22,LIBRE,consumible,consumible_2132,LIBRE7,-5646.0,201511,regular,,,
A000498,2015-11-26,LIBRE,consumible,consumible_6954,LIBRE5,-4941.0,201511,regular,,,
A000499,2015-11-26,HOGAR,hogar,hogar2072,HOGAR6,-711.0,201511,regular,,,
A000500,2015-11-26,NECESIDAD,necesidad,necesidad_10,NECESIDAD8,-7479.0,201511,regular,,,
A000501,2015-11-26,NECESIDAD,necesidad,necesidad_11,NECESIDAD9,-7479.0,201511,regular,,,
A000502,2015-11-26,NECESIDAD,necesidad,necesidad_12,NECESIDAD10,7467.0,201511,regular,,,
A000507,2015-11-28,RECREACION,consumible,consumible_9824,RECREACION6,-4518.0,201511,regular,,,
A000508,2015-11-29,RECREACION,evento,evento_7953,RECREACION7,-2755.5,201511,regular,,,
A000509,2015-11-29,RECREACION,invitacion,invitacion: nombre_3,RECREACION9,-2755.5,201511,regular,,,
A000510,2015-11-29,RECREACION,transporte,transporte_17,RECREACION9,-2121.0,201511,regular,,,
A000511,2015-11-29,HOGAR,hogar,hogar2073,HOGAR7,-711.0,201511,regular,,,
A000521,2015-12-01,TRANSPORTE,transporte,transporte_19,TRANSPORTE9,-32436.0,201512,regular,,,
A000529,2015-12-04,RECREACION,consumible,consumible_10588,RECREACION2,-10581.0,201512,regular,,,
A000530,2015-12-04,RECREACION,consumible,consumible_13058,RECREACION2,-3531.0,201512,regular,,,
A000531,2015-12-04,RECREACION,consumible,consumible_13814,RECREACION6,-1416.0,201512,regular,,,
A000532,2015-12-05,RECREACION,consumible,consumible_13893,RECREACION7,7044.0,201512,regular,,,
A000533,2015-12-05,RECREACION,consumible,consumible_13891,RECREACION9,-21156.0,201512,regular,,,
A000534,2015-12-07,LIBRE,recreacion,recreacion: nombre_8,LIBRE8,-7056.0,201512,regular,,,
A000535,2015-12-11,RECREACION,consumible,consumible_13445,RECREACION5,-14106.0,201512,regular,,,
A000536,2015-12-12,P.RECREACION,regalo,regalo: nombre_6,P.RECREACION8,-30997.800000000003,201512,especifico,,,P013
A000537,2015-12-12,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION10,-34903.5,201512,especifico,,,P013
A000538,2015-12-12,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION1,-56335.5,201512,especifico,,,P013
A000539,2015-12-12,RECREACION,regalo,regalo: nombre_8,RECREACION7,35244.0,201512,regular,,,
A000540,2015-12-12,NECESIDAD,necesidad,"7.necesidad_15",NECESIDAD10,-52810.5,201512,regular,,,
A000541,2015-12-12,P.RECREACION,regalo,regalo: nombre_2,P.RECREACION4,-2121.0,201512,especifico,,,P013
A000542,2015-12-12,HOGAR,hogar,hogar2074,HOGAR8,-1416.0,201512,regular,,,
A000543,2015-12-12,NECESIDAD,necesidad,necesidad_5,NECESIDAD5,-7056.0,201512,regular,,,
A000544,2015-12-12,NECESIDAD,necesidad,necesidad_6,NECESIDAD10,-7056.0,201512,regular,,,
A000545,2015-12-14,RECREACION,recreacion,recreacion: nombre_10,RECREACION4,-2826.0,201512,regular,,,
A000546,2015-12-14,HOGAR,hogar,hogar2075,HOGAR9,-711.0,201512,regular,,,
A000556,2015-12-15,NECESIDAD,necesidad,necesidad_8,NECESIDAD2,-5646.0,201512,regular,,,
A000557,2015-12-15,HOGAR,hogar,hogar1733,HOGAR7,-35256.0,201512,regular,,,
A000558,2015-12-16,TRANSPORTE,transporte,transporte_9,TRANSPORTE1,-45831.0,201512,regular,,,
A000559,2015-12-16,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION9,-56335.5,201512,especifico,,,P013
A000560,2015-12-16,LIBRE,consumible,consumible_2823,LIBRE6,-7056.0,201512,regular,,,
A000561,2015-12-17,LIBRE,consumible,consumible_3018,LIBRE1,-2826.0,201512,regular,V006,G005,
A000562,2015-12-17,RECREACION,consumible,consumible_9239,RECREACION1,-7056.0,201512,regular,V006,G005,
A000563,2015-12-17,RECREACION,consumible,consumible_13040,RECREACION10,-2473.5,201512,regular,V006,G005,
A000564,2015-12-18,HOGAR,hogar,hogar2076,HOGAR10,-1063.5,201512,regular,,,
A000565,2015-12-18,RECREACION,consumible,consumible_12870,RECREACION10,-10581.0,201512,regular,,,
A000566,2015-12-19,RECREACION,recreacion,recreacion_10,RECREACION4,-3531.0,201512,regular,,,
A000569,2015-12-19,LIBRE,gustos,"6.gustos_14",LIBRE5,-28135.5,201512,regular,,,
A000570,2015-12-21,LIBRE,consumible,consumible_2099,LIBRE10,-2826.0,201512,regular,,,
A000571,2015-12-21,HOGAR,hogar,hogar2077,HOGAR1,-1416.0,201512,regular,,,
A000572,2015-12-22,NECESIDAD,necesidad,necesidad_11,NECESIDAD1,-7479.0,201512,regular,,,
A000573,2015-12-22,P.RECREACION,regalo,regalo: nombre_17,P.RECREACION2,-52881.0,201512,especifico,,,P013
A000574,2015-12-22,NECESIDAD,necesidad,necesidad_12,NECESIDAD2,7467.0,201512,regular,,,
A000575,2015-12-22,NECESIDAD,necesidad,necesidad_13,NECESIDAD3,-7479.0,201512,regular,,,
A000578,2015-12-22,RECREACION,consumible,consumible_8873,RECREACION7,-14106.0,201512,regular,,,
A000579,2015-12-23,LIBRE,consumible,consumible_2121,LIBRE8,-3531.0,201512,regular,,,
A000580,2015-12-23,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION10,-7056.0,201512,especifico,,,P013
A000581,2015-12-24,RECREACION,consumible,consumible_11410,RECREACION10,-10581.0,201512,regular,,,
A000582,2015-12-24,RECREACION,recreacion,recreacion_16,RECREACION10,-2685.0,201512,regular,,,
A000583,2015-12-24,RECREACION,recreacion,recreacion_17,RECREACION2,-1557.0,201512,regular,,,
A000584,2015-12-24,HOGAR,hogar,hogar2078,HOGAR2,-1416.0,201512,regular,,,
A000585,2015-12-25,LIBRE,consumible,consumible_2119,LIBRE10,-4236.0,201512,regular,,,
A000586,2015-12-26,P.RECREACION,regalo,regalo: nombre_5,P.RECREACION1,-28206.0,201512,especifico,,,P013
A000587,2015-12-26,RECREACION,transporte,transporte_18,RECREACION10,-1416.0,201512,regular,,,
A000588,2015-12-27,LIBRE,consumible,consumible_2456,LIBRE3,-3037.5,201512,regular,,,
A000589,2015-12-31,RECREACION,recreacion,recreacion_19,RECREACION5,-1416.0,201512,regular,,,
A000590,2015-12-31,LIBRE,transaccion,transaccion_20,LIBRE5,-1723.3799999999999,201512,regular,,,
A000602,2015-12-31,HOGAR,hogar,hogar1774,HOGAR8,-42306.0,201512,regular,,,
A000603,2015-12-31,LIBRE,hogar,hogar: nombre_7,LIBRE5,-14106.0,201512,regular,,,
A000604,2015-12-31,P.VIAJE,transporte,transporte_2,P.VIAJE8,-2121.0,201512,especifico,V007,G006,P018
A000605,2015-12-31,P.VIAJE,transporte,transporte_3,P.VIAJE9,-4236.0,201512,especifico,V007,G006,P018
A000606,2015-12-31,P.VIAJE,consumible,consumible_8053,P.VIAJE7,-13189.5,201512,especifico,V007,G006,P018
A000607,2015-12-31,P.VIAJE,consumible,consumible_9774,P.VIAJE6,-711.0,201512,especifico,V007,G006,P018
A000608,2016-01-01,P.VIAJE,consumible,consumible_10566,P.VIAJE4,-3531.0,201601,especifico,V007,G006,P018
A000609,2016-01-01,P.VIAJE,deuda,deuda: nombre_17,P.VIAJE3,7044.0,201601,especifico,V007,G006,P018
A000610,2016-01-01,P.VIAJE,consumible,consumible_8050,P.VIAJE10,-7330.950000000001,201601,especifico,V007,G006,P018
A000610-1,2016-01-01,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE4,-7056.0,201601,especifico,V007,G006,P018
A000611,2016-01-02,P.VIAJE,consumible,consumible_7220,P.VIAJE10,-2262.0,201601,especifico,V007,G006,P018
A000612,2016-01-02,P.VIAJE,consumible,consumible_9934,P.VIAJE6,-2826.0,201601,especifico,V007,G006,P018
A000613,2016-01-02,P.VIAJE,evento,"6.evento_18",P.VIAJE2,-7761.0,201601,especifico,V007,G006,P006
A000614,2016-01-02,P.VIAJE,consumible,consumible_7674,P.VIAJE6,-4588.5,201601,especifico,V007,G006,P018
A000615,2016-01-02,P.VIAJE,consumible,consumible_10394,P.VIAJE6,-3531.0,201601,especifico,V007,G006,P018
A000616,2016-01-03,P.VIAJE,transporte,transporte_4,P.VIAJE2,-10581.0,201601,especifico,V007,G006,P018
A000617,2016-01-03,LIBRE,transaccion,transaccion_5,LIBRE8,-9030.0,201601,regular,,,
A000618,2016-01-03,HOGAR,hogar,hogar2079,HOGAR3,-1063.5,201601,regular,,,
A000619,2016-01-04,TRANSPORTE,transporte,transporte_6,TRANSPORTE3,-28206.0,201601,regular,,,
A000622,2016-01-08,RECREACION,consumible,consumible_11952,RECREACION8,-11991.0,201601,regular,,,
A000625,2016-01-09,RECREACION,evento,evento_7969,RECREACION1,-2473.5,201601,regular,,,
A000626,2016-01-09,LIBRE,consumible,consumible_2947,LIBRE2,-1063.5,201601,regular,,,
A000627,2016-01-09,HOGAR,hogar,hogar2080,HOGAR4,-1063.5,201601,regular,,,
A000628,2016-01-10,RECREACION,consumible,consumible_12869,RECREACION1,-10228.5,201601,regular,,,
A000629,2016-01-10,LIBRE,consumible,consumible_2069,LIBRE10,7044.0,201601,regular,,,
A000630,2016-01-11,TRANSPORTE,transporte,transporte_7,TRANSPORTE5,-28206.0,201601,regular,,,
A000633,2016-01-12,RECREACION,regalo,regalo: nombre_4,RECREACION9,-61693.5,201601,regular,,,
A000634,2016-01-12,NECESIDAD,necesidad,necesidad_8,NECESIDAD4,-7479.0,201601,regular,,,
A000637,2016-01-12,NECESIDAD,necesidad,necesidad_11,NECESIDAD5,7467.0,201601,regular,,,
A000638,2016-01-12,NECESIDAD,necesidad,necesidad_12,NECESIDAD6,-7479.0,201601,regular,,,
A000639,2016-01-12,NECESIDAD,necesidad,necesidad_13,NECESIDAD5,-22566.0,201601,regular,,,
A000647,2016-01-15,LIBRE,transaccion,transaccion_15,LIBRE7,-2009.6100000000001,201601,regular,,,
A000648,2016-01-15,NECESIDAD,necesidad,necesidad_16,NECESIDAD1,-7056.0,201601,regular,,,
A000651,2016-01-16,TRANSPORTE,transporte,transporte_17,TRANSPORTE1,-35256.0,201601,regular,,,
A000652,2016-01-16,HOGAR,hogar,hogar1734,HOGAR8,-35256.0,201601,regular,,,
A000653,2016-01-16,RECREACION,evento,evento_7856,RECREACION4,-2473.5,201601,regular,,,
A000654,2016-01-16,RECREACION,recreacion,recreacion_18,RECREACION1,-358.5,201601,regular,,,
A000655,2016-01-16,RECREACION,evento,evento_7859,RECREACION1,-3813.0,201601,regular,,,
A000656,2016-01-16,RECREACION,deuda,deuda: nombre_16,RECREACION1,-3813.0,201601,regular,,,
A000657,2016-01-16,RECREACION,recreacion,recreacion_19,RECREACION3,-358.5,201601,regular,,,
A000658,2016-01-16,RECREACION,deuda,deuda: nombre_17,RECREACION4,3519.0,201601,regular,,,
A000659,2016-01-16,RECREACION,consumible,consumible_12148,RECREACION2,-5646.0,201601,regular,,,
A000660,2016-01-18,LIBRE,gustos,gustos_682,LIBRE7,-24681.0,201601,regular,,,
A000661,2016-01-19,SUSCRIPCION,necesidad,necesidad_20,SUSCRIPCION1,-14106.0,201601,regular,,,
A000664,2016-01-22,RECREACION,evento,evento_7846,RECREACION4,-1909.5,201601,regular,,,
A000665,2016-01-22,RECREACION,consumible,consumible_9495,RECREACION5,-5152.5,201601,regular,,,
A000666,2016-01-23,RECREACION,consumible,consumible_9863,RECREACION7,-8395.5,201601,regular,,,
A000667,2016-01-24,LIBRE,consumible,consumible_2055,LIBRE4,-6351.0,201601,regular,,,
A000668,2016-01-24,LIBRE,deuda,deuda: nombre_9,LIBRE5,-11286.0,201601,regular,,,
A000669,2016-01-24,LIBRE,deuda,deuda: nombre_10,LIBRE6,7044.0,201601,regular,,,
A000670,2016-01-25,TRANSPORTE,necesidad,necesidad_3,TRANSPORTE9,-3531.0,201601,regular,,,
A000671,2016-01-25,TRANSPORTE,necesidad,necesidad_4,TRANSPORTE4,-7056.0,201601,regular,,,
A000672,2016-01-26,NECESIDAD,necesidad,necesidad_5,NECESIDAD10,-63456.0,201601,regular,,,
A000673,2016-01-27,LIBRE,consumible,consumible_6977,LIBRE2,-1980.0,201601,regular,,,
A000681,2016-01-30,LIBRE,consumible,consumible_2458,LIBRE1,-4941.0,201601,regular,,,
A000682,2016-01-31,LIBRE,consumible,consumible_6696,LIBRE3,-2826.0,201601,regular,,,
A000683,2016-01-31,HOGAR,hogar,hogar2081,HOGAR5,-1416.0,201601,regular,,,
A000684,2016-02-01,TRANSPORTE,transporte,transporte_7,TRANSPORTE9,-38781.0,201602,regular,,,
A000689,2016-02-04,NECESIDAD,necesidad,necesidad_8,NECESIDAD4,-5646.0,201602,regular,,,
A000690,2016-02-04,HOGAR,hogar,hogar2082,HOGAR6,-1416.0,201602,regular,,,
A000693,2016-02-06,RECREACION,consumible,consumible_12868,RECREACION2,-8466.0,201602,regular,,,
A000694,2016-02-07,LIBRE,consumible,consumible_3915,LIBRE4,-2826.0,201602,regular,,,
A000695,2016-02-07,LIBRE,consumible,consumible_2116,LIBRE3,-2403.0,201602,regular,,,
A000699,2016-02-09,NECESIDAD,necesidad,necesidad_9,NECESIDAD2,-7056.0,201602,regular,,,
A000700,2016-02-10,NECESIDAD,necesidad,necesidad_10,NECESIDAD7,-7479.0,201602,regular,,,
A000707,2016-02-13,NECESIDAD,necesidad,necesidad_11,NECESIDAD8,7467.0,201602,regular,,,
A000708,2016-02-13,NECESIDAD,necesidad,necesidad_12,NECESIDAD9,-7542.450000000006,201602,regular,,,
A000709,2016-02-14,HOGAR,manualidad,manualidad_13,HOGAR6,-35185.5,201602,regular,,,
A000710,2016-02-14,HOGAR,hogar,hogar1775,HOGAR9,-70506.0,201602,regular,,,
A000722,2016-02-16,TRANSPORTE,transporte,transporte_15,TRANSPORTE8,-34762.5,201602,regular,,,
A000723,2016-02-16,TRANSPORTE,transporte,transporte_16,TRANSPORTE10,-499.5,201602,regular,,,
A000726,2016-02-20,RECREACION,evento,evento_7771,RECREACION9,-4165.5,201602,regular,,,
A000727,2016-02-20,RECREACION,consumible,consumible_13750,RECREACION10,-14106.0,201602,regular,,,
A000730,2016-02-26,LIBRE,gustos,gustos_567,LIBRE2,-8425.815,201602,regular,,,
A000731,2016-02-26,LIBRE,gustos,gustos_568,LIBRE1,-9713.849999999999,201602,regular,,,
A000732,2016-02-27,RECREACION,consumible,consumible_10256,RECREACION4,-7056.0,201602,regular,,,
A000733,2016-02-27,RECREACION,consumible,consumible_8870,RECREACION10,-7056.0,201602,regular,,,
A000734,2016-02-28,LIBRE,consumible,consumible_7067,LIBRE2,-7056.0,201602,regular,,,
A000735,2016-02-28,SUSCRIPCION,necesidad,necesidad_19,SUSCRIPCION2,-14106.0,201602,regular,,,
A000737,2016-02-29,LIBRE,transaccion,transaccion_1,LIBRE9,-1150.9199999999998,201602,regular,,,
A000748,2016-02-29,NECESIDAD,necesidad,necesidad_2,NECESIDAD3,-225606.0,201602,regular,,,
A000749,2016-02-29,P.GUSTOS,gustos,gustos_4807,P.GUSTOS7,-492730.5,201602,especifico,,,P012
A000750,2016-02-29,P.GUSTOS,gustos,gustos_4822,P.GUSTOS2,-27783.0,201602,especifico,,,P012
A000751,2016-03-01,TRANSPORTE,transporte,transporte_3,TRANSPORTE8,-28206.0,201603,regular,,,
A000752,2016-03-01,P.SALUD,necesidad,necesidad_4,P.SALUD10,-41601.0,201603,especifico,,,P014
A000753,2016-03-01,HOGAR,hogar,hogar2083,HOGAR7,-1416.0,201603,regular,,,
A000754,2016-03-03,NECESIDAD,necesidad,necesidad_5,NECESIDAD1,-16926.0,201603,regular,,,
A000755,2016-03-03,HOGAR,hogar,hogar2084,HOGAR8,-711.0,201603,regular,,,
A000760,2016-03-05,RECREACION,consumible,consumible_10253,RECREACION7,-12343.5,201603,regular,,,
A000760-1,2016-03-05,RECREACION,deuda,deuda: nombre_10,RECREACION4,-5646.0,201603,regular,,,
A000761,2016-03-05,RECREACION,consumible,consumible_13810,RECREACION10,-1416.0,201603,regular,,,
A000762,2016-03-05,RECREACION,deuda,deuda: nombre_11,RECREACION5,5634.0,201603,regular,,,
A000765,2016-03-07,LIBRE,gustos,gustos_811,LIBRE8,-2050.5,201603,regular,,,
A000766,2016-03-08,LIBRE,deuda,deuda: nombre_6,LIBRE6,9088.5,201603,regular,,,
A000767,2016-03-08,LIBRE,deuda,deuda: nombre_7,LIBRE4,-11145.0,201603,regular,,,
A000768,2016-03-08,LIBRE,gustos,"3.gustos_19",LIBRE6,-14458.5,201603,regular,,,
A000769,2016-03-12,LIBRE,consumible,consumible_7101,LIBRE8,-1416.0,201603,regular,,,
A000770,2016-03-12,LIBRE,consumible,consumible_2820,LIBRE9,-7056.0,201603,regular,,,
A000771,2016-03-12,P.SALUD,necesidad,necesidad_10,P.SALUD1,-359556.0,201603,especifico,,,P014
A000772,2016-03-12,RECREACION,evento,evento_7818,RECREACION2,-2755.5,201603,regular,,,
A000773,2016-03-12,RECREACION,consumible,consumible_10584,RECREACION6,-3531.0,201603,regular,,,
A000774,2016-03-12,LIBRE,transaccion,transaccion_11,LIBRE1,-2295.8399999999997,201603,regular,,,
A000775,2016-03-12,HOGAR,hogar,hogar2085,HOGAR9,-1416.0,201603,regular,,,
A000776,2016-03-13,LIBRE,consumible,consumible_2558,LIBRE1,-605.25,201603,regular,,,
A000777,2016-03-13,LIBRE,consumible,consumible_3014,LIBRE5,-605.25,201603,regular,,,
A000778,2016-03-13,NECESIDAD,consumible,consumible_5416,NECESIDAD6,-1063.5,201603,regular,,,
A000786,2016-03-15,NECESIDAD,necesidad,necesidad_13,NECESIDAD10,-7479.0,201603,regular,,,
A000787,2016-03-15,NECESIDAD,necesidad,necesidad_14,NECESIDAD1,7467.0,201603,regular,,,
A000788,2016-03-15,NECESIDAD,necesidad,necesidad_15,NECESIDAD2,-7479.0,201603,regular,,,
A000797,2016-03-16,TRANSPORTE,transporte,transporte_2,TRANSPORTE9,-25386.0,201603,regular,,,
A000798,2016-03-16,SUSCRIPCION,hogar,hogar_8860,SUSCRIPCION8,-28206.0,201603,regular,,,
A000799,2016-03-17,HOGAR,consumible,consumible275,HOGAR9,-2826.0,201603,regular,,,
A000802,2016-03-18,P.FORMAL,transporte,transporte_3,P.FORMAL2,-84606.0,201603,especifico,,,P011
A000803,2016-03-18,P.FORMAL,transporte,transporte_4,P.FORMAL9,-31731.0,201603,especifico,,,P011
A000804,2016-03-18,P.FORMAL,transporte,transporte_5,P.FORMAL5,-16926.0,201603,especifico,,,P011
A000805,2016-03-18,HOGAR,hogar,hogar2086,HOGAR10,-711.0,201603,regular,,,
A000806,2016-03-18,RECREACION,consumible,consumible_12333,RECREACION7,-10581.0,201603,regular,,,
A000807,2016-03-19,LIBRE,gustos,gustos_793,LIBRE6,-15163.5,201603,regular,,,
A000808,2016-03-19,NECESIDAD,consumible,consumible_5768,NECESIDAD4,-781.5,201603,regular,,,
A000809,2016-03-19,HOGAR,consumible,consumible276,HOGAR10,-1557.0,201603,regular,,,
A000810,2016-03-19,NECESIDAD,necesidad,necesidad_6,NECESIDAD10,-4024.5,201603,regular,,,
A000811,2016-03-20,RECREACION,consumible,consumible_9482,RECREACION8,-14106.0,201603,regular,,,
A000812,2016-03-20,LIBRE,consumible,consumible_2472,LIBRE7,-2121.0,201603,regular,,,
A000813,2016-03-20,HOGAR,hogar,hogar2087,HOGAR1,-1063.5,201603,regular,,,
A000814,2016-03-22,RECREACION,consumible,consumible_12262,RECREACION8,-10581.0,201603,regular,,,
A000815,2016-03-22,LIBRE,deuda,deuda: nombre_1,LIBRE7,-3531.0,201603,regular,,,
A000816,2016-03-23,RECREACION,evento,evento_7777,RECREACION3,-3566.25,201603,regular,,,
A000817,2016-03-23,RECREACION,invitacion,invitacion: nombre_7,RECREACION4,-3566.25,201603,regular,,,
A000818,2016-03-23,RECREACION,invitacion,invitacion: nombre_9,RECREACION6,-3566.25,201603,regular,,,
A000819,2016-03-23,RECREACION,invitacion,invitacion: nombre_8,RECREACION7,-3566.25,201603,regular,,,
A000820,2016-03-23,RECREACION,consumible,consumible_10526,RECREACION4,-6139.5,201603,regular,,,
